Name of Design,Instructions,Photo File Name
Lily_Sugarn_Cream_Crochet_Spa_Basket,"INSTRUCTIONS 
SIDES 
Ch 31. 
1st row:(RS). 1 sc in 2nd ch from hook. 1 sc in each ch 
to end of ch. Turn. 30 sc.
2nd row:Ch 1. 1 sc in each sc across. Turn. 
**Rep last row for 5 ins [12.5 cm], ending with a WS 
row. 
Fold row:(RS). Ch 1. Working through back loops only,
1 sc in each sc across. Turn. Next row:Ch 1. Working through both loops, 1 sc in 
each sc across. Turn. Rep last row until work from fold 
line measures 10 ins [25.5 cm], ending with a WS row.**
Work Fold row. 
Next row:Ch 1. Working through both loops, 1 sc in 
each sc across. Turn. Rep from ** to ** once more.
Next row:(RS). (Join). Place foundation ch behind last
row with WS of work tog. Ch 1. Working through both 
thicknesses, 1 sc in each sc across. Fasten off. 
BASE 
Ch 50. 
1st row:(RS). 1 sc in 2nd ch from hook. 1 sc in each 
ch to end of ch. Turn. 49 sc. 
2nd row:Ch 1. 1 sc in each sc across. Turn. Rep last
row for 5 ins [12.5 cm], ending with a WS row. Do not
fasten off.
FINISHING 
Join Base to Sides:Place lower edge of Sides behind 
Base with WS of work tog, aligning corners of Base with 
fold lines and joining row of Sides. Ch 1. Working 
through both thicknesses, work 1 rnd of sc around all 
4 sides of Base. Join. Fasten off.
Optional:Apply Fabric Stiffener to Basket following 
manufacturer’s directions. Fold top edge of Basket to RS 
as shown in picture.",Lily_Sugarn_Cream_Crochet_Spa_Basket.jpg
Lily_Crochet_Cat_Basket,"INSTRUCTIONS
BASE
With larger hook and 2 strands of 
A held tog, ch 4. Join with sl st to 
first ch to form a ring. 
1st rnd:  Ch 1. 6 sc in ring. Join with 
sl st to first sc. 
2nd rnd:  2 sc in each sc around. 
12 sc. Do not  join. Cont working in spiral, placing 
marker on first st of rnd for easier 
counting. 
3rd rnd:  *2 sc in next sc. 1 sc in 
next sc. Rep from * around. 18 sc.
4th rnd:  *2 sc in next sc. 1 sc in 
each of next 2 sc. Rep from * 
around. 24 sc. 
5th rnd:  *2 sc in next sc. 1 sc in 
each of next 3 sc. Rep from * 
around. 30 sc. 
6th rnd:  *2 sc in next sc. 1 sc in 
each of next 4 sc. Rep from * 
around. 36 sc. 
7th rnd:  *2 sc in next sc. 1 sc in 
each of next 5 sc. Rep from * 
around. 42 sc. 
8th rnd:  *2 sc in next sc. 1 sc in 
each of next 6 sc. Rep from * 
around. 48 sc. 

For accessibility support, please contact customer care at 1-888-368-8401 or access@yarnspirations.com.  CROCHET CAT BASKET     2 of 2SCC0504-36848M   |  June 14, 2024
CROCHET CAT BASKET   
9th rnd:  *2 sc in next sc. 1 sc 
in each of next 7 sc. Rep from * 
around. 54 sc. 
10th rnd:  *2 sc in next sc. 1 sc 
in each of next 8 sc. Rep from * 
around. 60 sc. 
11th rnd:  *2 sc in next sc. 1 sc 
in each of next 9 sc. Rep from * 
around. 66 sc. 
12th rnd:  *2 sc in next sc. 1 sc 
in each of next 10 sc. Rep from * 
around. 72 sc. 
13th rnd:  *2 sc in next sc. 1 sc 
in each of next 11 sc. Rep from * 
around. 78 sc.
14th rnd:  *2 sc in next sc. 1 sc 
in each of next 12 sc. Rep from * 
around. 84 sc.
15th rnd:  *2 sc in next sc. 1 sc 
in each of next 13 sc. Rep from * 
around. 90 sc.
Note:  Base should measure approx 
10"" [25.5 cm] across. Do not  fasten 
off.
Work side of Basket as follows: 
Ridge rnd:  Working in back loops 
only,  1 sc in each sc around.
Next rnd:  1 sc in each sc around.
Rep last rnd until side of Basket 
measures approx 8"" [20.5 cm] from 
Ridge rnd. Join final rnd with sl st to 
first sc. Fasten off. EARS  (make 2)
Noting that sl st join is at center 
back of Basket, mark center front 
of Basket top edge. One Ear will be 
worked on each side of center front 
(see photo). 
With RS facing, larger hook, join 
2 strands of A held tog with sc to 
top edge of Basket, offset approx. 
2"" [5 cm] to left of center front. 
1st row:  (RS).  Ch 1. 1 sc in each of 
next 6 sc. Turn. 7 sc.
2nd row:  Ch 1. Sc2tog. 1 sc in each 
sc to end of row. Turn. 6 sc.
3rd to 7th rows:  As 2nd row. 1 sc 
remains. Fasten off.
Rep for Second Ear, beg second 
Ear approx 6"" [15 cm] before first 
Ear noting Ears are spaced approx. 
4"" [10 cm] apart. 
Inner Ear  (make 2) 
With smaller hook and single strand 
of B, ch 8. 
1st row:  1 sc in 2nd ch from hook. 
1 sc in each ch to end of chain. 
Turn. 7 sc. 
2nd row:  Ch 1. Sc2tog. 1 sc in 
each st to end of row. Turn.
3rd to 7th rows:  As 2nd row. 1 sc 
remains. Fasten off. Sew Inner Ears to Ears as shown in 
photo.
Nose 
With smaller hook and single strand 
of C, ch 6. 
1st row:  1 sc in 2nd ch from hook. 
1 sc in each ch to end of chain. 
Turn. 5 sc. 
2nd row:  Ch 1. Sc2tog. 1 sc in 
each st to end of row. Turn. 4 sc. 
3rd and 4th rows:  As 2nd row. 2 sc 
remain. Fasten off. 
Using back stitch and 2 strands of 
B, embroider eyes and mouth as 
shown in photo. 
Using back stitch and single strand 
of C, embroider whiskers as shown 
in photo. 
Sew Nose to front of Basket, 
centered between eyes as shown 
in photo.
BACK STITCH DIAGRAM",Lily_Crochet_Cat_Basket.jpg
Red_Heart_Crochet_Granny_Square_Serenity_Bag,"INSTRUCTIONS
Notes:
• Motifs begin (beg) with Color 1 
(shortest color repeat (rep)) from 
center of pull-skein, leaving a 4"" 
[10 cm] tail to weave in.
• Each color aligns with 1 rnd in 
the Motif with 5 colors in total. 
If too much color is left at end 
of rnd, pull back some sts and 
slightly loosen gauge to re-work 
sts and finish at color change. If 
too little color is left, pull back 
some sts and slightly tighten 
gauge to re-work sts and finish 
at color change.
• When Motif is complete, cut 
yarn where Color 5 (longest 
color rep) ends, leaving a tail 
for weaving in. Begin next Motif 
with Color 1 and rep 5 rnds for 
each Motif.MOTIF
Make 12
Notes:
• Ch 3 at beg of rnd counts as dc.
• Ch 6 at beg of rnds counts as dc 
and ch-3 sp.
• Join all rnds with sl st to 3rd 
ch of ch-6 unless otherwise 
indicated.
Beg with Color 1, ch 4. Join with 
sl st to first ch to form ring.
See diagram on page 2.
1st rnd:  (RS). Ch 6. (3 dc. Ch 3) 
3 times in ring. 2 dc in ring. Join.
2nd rnd:  Sl st in ch-3 sp. Ch 6. 3 dc 
in same ch-3 sp. *Ch 1. (3 dc. Ch 3. 
3 dc) in next ch-3 sp. Rep from * 
twice more. Ch 1. 2 dc in first ch-3 
sp. Join.
3rd rnd:  Sl st in ch-3 sp. Ch 6. 
3 dc in same ch-3 sp. *Ch 1. 3 dc 
in next ch-1 sp. Ch 1. (3 dc. Ch 3. 
3 dc) in next ch-3 sp. Rep from * 
twice more. Ch 1. 3 dc in last ch-1 
sp. Ch 1. 2 dc in first ch-3 sp. Join. Approx = 
Approximately
Beg = Beginning
Ch = Chain(s)
Dc = Double crochetRem = Remaining
Rep = Repeat
Rnd(s) = Round(s)
RS = Right side
Sc = Single crochetSl st = Slip stitch
Sp(s) = Space(s)
St(s) = Stitch(es)
Tog = Together
WS = Wrong sideCROCHET   I  SKILL LEVEL: EASY",Red_Heart_Crochet_Granny_Square_Serenity_Bag.jpg
Bernat_Crochet_Hoodie,"INSTRUCTIONS
The instructions are written for smallest
size. If changes are necessary for largersizes the instructions will be written thus(  ). When only one number is given, itapplies to all sizes. For ease in working,circle all numbers pertaining to your size.
Note: T urning ch 2 does not count 
as hdc.
BACK
**Band: Ch 15.
1st row: (RS). 1 sc in 2nd ch from
hook. 1 sc in each sc to end of ch.T urn. 14 sc.2nd row: Ch 1. Working through
back loops only, 1 sc in each sc to endof row. T urn.**Rep last row until work from beg,when slightly stretched, measures19 (21-23-25-30-34) ins [48 ( 53.5-
58.5- 63.5-76-86.5) cm], ending with
a RS row. Do not turn.
Next row: (RS). Ch 2. Work 67 ( 73-
81-87-105- 119) hdc evenly along side
edge of Band. T urn.Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Rep last row until work from begmeasures 13 ½(14-14½-15-16-16) ins
[34.5 ( 35.5-37-38-40.5- 40.5) cm],
ending with a WS row. Fasten off.
Shape armholes: Next row: Miss first
8 (8-10-12-20-26) hdc. Join yarn with
sl st in next hdc. Ch 2. 1 hdc in samesp as last sl st. 1 hdc in each hdc to last8 (8-10-12-20-26) hdc. Turn. Leave
rem sts unworked. 51 ( 57-61-63-65-
67) hdc.
Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.***Rep last row until armholes measure 9(9½-10-10½-11-12) ins [23 ( 24-
25.5- 26.5-28-
30.5) cm], ending with
a WS row. Fasten off.

FRONT
Work from ** to *** as given for Back.Cont even until armholes measure2 (2½-3-3½-4-5) ins [5 ( 6-7.5-9-10-
12.5) cm], ending with a WS row.
Divide for front opening: 
Next row: Ch 2. 1 hdc in each of first
22 ( 25-27-28-29-30) hdc. Turn.
Leave rem sts unworked.Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Rep last row until armhole measures10 rows less than Back to shoulder,ending with a WS row.
Shape neck: 1st row: Ch 2. 1 hdc in
each of first 20 ( 22-23-23-24-24) hdc.
Yoh and draw up a loop in each of next2 sts. Yoh and draw through all 5 loopson hook – hdc2tog made. Turn. 21
(23-24-24-25-25) sts. Leave rem sts
unworked.2nd row: Ch 2. Hdc2tog over first 2 sts.
1 hdc in each hdc to end of row. T urn.3rd row: Ch 2. 1 hdc in each hdc to
last 2 sts. Hdc2tog over last 2 sts. T urn.Rep last 2 rows twice more. 15 ( 17-
18-18-19-19) sts.
Next row: (WS). Ch 2. 1 hdc in each
hdc to end of row. T urn.Next row: Ch 2. 1 hdc in each hdc to
last 2 hdc. Hdc2tog over last2 hdc. T urn. 14 ( 16-17-17-18-18) sts.
Next row: Ch 2. 1 hdc in each hdc to
end of row. Fasten off.
With RS of work facing, miss center 
7 hdc. Join yarn with sl st to next hdc.Ch 2. 1 hdc in each hdc to end of row.22 (25-27-28-29-30) hdc.
Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Rep last row until armhole measures10 rows less than Back to shoulder,ending with a WS row. Fasten off.Shape neck: 1st row: Miss first 0 ( 1-
2-3-3-4) hdc. Join yarn with sl st to
next hdc. Ch 2. Hdc2tog over first2 hdc. 1 hdc in each hdc to end of row.21 (23-24-24-25-
25) sts.
2nd row: Ch 2. 1 hdc in each hdc to
last 2 sts. Hdc2tog over last 2 sts. T urn.3rd row: Ch 2. Hdc2tog over first
2 sts. 1 hdc in each hdc to end of row.Tu r n .Rep last 2 rows twice more. 15 ( 17-
18-18-19-19) sts.
Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Next row: Ch 2. Hdc2tog over first 
2 sts. 1 hdc in each hdc to end of row.T urn. 14 ( 16-17-17-18-18) sts.
Next row: Ch 2. 1 hdc in each hdc to
end of row. Fasten off.
SLEEVES
Work from ** to ** as given for Back.Rep last row until work from beg,when slightly stretched, measures10 (10-10½-10½-11-11¾) ins [25.5
(25.5-26.5- 26.5-28-30) cm], ending
with a RS row. Do not turn.
1st row: (RS). Ch 2. Work 35 ( 35-37-
37-39-41) hdc evenly along side edge
of Band. T urn.2nd row: Ch 2. 1 hdc in each hdc to
end of row. T urn.
Sizes 2/3XL and 4/5XL only: Next
row: Ch 2. 2 hdc in first hdc. 1 hdc in
each hdc to last hdc. 2 hdc in last hdc.Tu r n .Rep last row (3- 7) times more. (47- 57)
hdc.
All sizes: Next row: Ch 2. 2 hdc in
first hdc. 1 hdc in each hdc to last hdc.2 hdc in last hdc. T urn.Next row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Rep last 2 rows 7 ( 11-13-15-14-12)
times more. 51 ( 59-65-69-77-83) hdc.Sizes XS/S, M, L and XL only: 
Next row: Ch 2. 2 hdc in first hdc.
1 hdc in each hdc to last hdc. 2 hdc inlast hdc. T urn.Next 3 rows: Ch 2. 1 hdc in each hdc
to end of row. T urn.Rep last 4 rows 4 ( 2-1-0) time(s)
more, then first row once. 63 ( 67-71-
73) hdc.
All sizes: Cont even until work from
beg measures 18 ( 18½-18½-18-17½-
17) ins [45.5 ( 47-47-45.5-44.5- 43)
cm], ending with a WS row. Placemarker at each end of last row.Work a further 7 ( 7-9-10-17-22) rows
even. Fasten off.
HOOD
Ch 99.1st row: (RS). 1 hdc in 2nd ch from
hook. 1 hdc in each ch to end of ch.T urn. 97 hdc.2nd row: Ch 2. 1 hdc in each hdc to
end of row. T urn.Rep last row 0 ( 0-0-1-1-2) time(s)
more.
Next row: Ch 2. Hdc2tog over first 
2 sts. 1 hdc in each hdc to last 2 hdc.Hdc2tog over last 2 sts. T urn.Rep last row 6 times more. 83 sts.Next row: Ch 2. 1 hdc in each st to
end of row. T urn.Next row: Ch 2. Hdc2tog over first 
2 hdc. 1 hdc in each hdc to last 2 hdc.Hdc2tog over last 2 sts. T urn.Work a further 10 ( 10-11-13-13-14)
rows even. Place marker at each end oflast row.
Shape back: Next 8 rows: Sl st in each
of first 3 sts. Ch 1. 1 sc in same sp aslast sl st. 1 hdc in each hdc to last 4 sts.1 sc in next hdc. Turn. Leave rem sts
unworked. 33 sts at end of last row.Fasten off. Fold Hood in half, matching markers.Sew back seam from fold to markers.
FINISHING
Sew shoulder seams. Sew in Sleeves, placing rows abovemarkers against missed sts of Front and Back to form squarearmholes. Sew side and sleeve seams, leaving sides openalong Band for side slits. Pin Hood to neck edge, aligningback seam with center back neck and foundation ch withedges of front opening. Using a flat seam, sew Hood inposition.
Hood edging: With RS of work facing, join yarn with sl st
to bottom right corner of front opening. Ch 1. Work 14 scevenly up right side of opening to neck edge. Working inrem loops of foundation ch, 97 sc along edge of Hood.Work 14 sc evenly down left side of opening. 125 sc.Next row: Ch 1. Working through back loops only, 1 sc in
each sc to end of row. T urn.Rep last row until edging measures 2 ins [5 cm]. Fasten off.Lap right side of edging over left and sew ends to missed stsof front opening. 
FRONT
and
BACK
SLEEVE
ABBREVIATIONS
www.bernat.com/glossary
P .O. Box 40, Listowel ON  N4W 3H3    
“home style… life style… your style.”",Bernat_Crochet_Hoodie.jpg
Lily_Sugarn_Cream_Scallop_Edged_Crochet_Baskets,"INSTRUCTIONS
The instructions are written 
for smaller size. If changes are 
necessary for lar ger size the 
instruc tions will be writt en thus (  ). 
Numb ers for each size are shown 
in the same color throughout the pattern. When only one number 
is given in black, it applies to both sizes.
Base: Ch 2.
1st rnd: 6 sc in 2nd ch from hook. 
Join with sl st to first sc.2nd rnd: Ch 1. 2 sc in each sc around. Join with sl st to first sc. 12 sc.3rd rnd: Ch 1. 2 sc in same sc as last sl st. 1 sc in next sc. *2 sc in next sc. 1 sc in next sc. Rep from * around. Join with sl st to first sc.18 sc.",Lily_Sugarn_Cream_Scallop_Edged_Crochet_Baskets.jpg
Lily_Sugarn_Cream_Wavy_Stripes_Dishcloth,"INSTRUCTIONS
With A, ch 26.
1st row:  (RS). 1 sc in 2nd ch from 
hook. 1 sc in next ch . 1 hdc in next 
ch. 1 dc in each of n ext 3 ch. 1 hdc 
in next ch. *1 sc in each of next 
3 ch. 1 hdc in next ch. 1 dc in each 
of next 3 ch. 1 hdc i n next ch. 
Rep from * to last 2 ch. 1 sc in each 
of last 2 ch. Turn.
2nd row:  Ch 1. 1 sc i n each st to 
end of row, joining B in last st. 
Turn.
3rd row : With B, ch 3 (counts as 
dc). 1 dc in next sc. 1 hdc in next 
sc. 1 sc in each of next 3 sc. *1 hdc 
in next sc. 1 dc in e ach of next
3 sc. 1 hdc in next sc. 1 sc in each 
of next 3 sc. Rep from * to last 3 sc. 
1 hdc in next sc. 1 dc in each of last 
2 sc. Turn.
4th row : Ch 1. 1 sc in each st to 
end of row, joining A in last st. 
Turn.5th row: With A, ch 1. 1 sc in each 
of first 2 sc. 1 hdc in next sc. 1 dc in each of next 3 sc. 1 hdc in next sc. *1 sc in each of next 3 sc. 1 hdc innext sc. 1 dc in each of next 3 sc.1 hdc in next sc. Rep from * to last2 sc. 1 sc in each of last 2 sc. Turn.Last 4 rows form pat. Cont in patuntil work from beg measuresapprox 8""  [20.5 cm], ending witha WS row. Fasten off.",Lily_Sugarn_Cream_Wavy_Stripes_Dishcloth.jpg
Bernat_Crochet_Monogram_Baby_Blanket,"INSTRUCTIONS
Blanket: With MC, ch 92.
1st row:  (RS). 1 sc in 2nd ch from 
hook. 1 sc in each ch t o end of chain. 
Turn. 91 sc.
2nd row: Ch 1. 1 sc each sc to end of row. Turn.
Rep last row until work from beg 
measures 43"" [109 cm]. Fasten off.
Border: With RS facing, join A with 
sl st to top right corner of Blanket. 
1st rnd: Ch 1. 3 sc in first sc. 1 sc in 
each sc to last sc. 3 sc in last sc. Work 89 sc evenly down left side edge of Blanket to next corner. 3 sc in corner. Work 89 sc evenly across bottom edge of Blanket to next corner. 3  sc in next corner. Work 89 sc evenly across right side edge of Blanket. Join with sl st to first sc. 368 sts.Next rnd: Ch 1. 1 sc in each sc around having 3 sc in each corner. Join with sl st to first sc. Rep last rnd twice more. 392 sts. (95 sc each side plus 3 sc in each corner).Next rnd: Sl st in each sc to last st before corner st. *7 dc in corner st. Skip next sc. Sl st in next sc. Skip next sc. 5 dc in next sc. Skip next sc. Sl st in next sc. (Skip next 2 sc. 5 dc in next sc. Skip next sc. Sl st in next sc) until 1 st before next corner st.  Rep from * around. Join with sl st to first dc. Fasten off.
CROCHET MONOGRAM BABY BLANKET  |  CROCHET   1 of 2CROCHET MONOGRAM BABY BLANKET  |  CROCHET",Bernat_Crochet_Monogram_Baby_Blanket.jpg
Bernat_Petal_the_Rosy_Maple_Moth_Crochet_Plush,"INSTRUCTIONS
Note:  Body, Legs, Eyes and Face 
all worked in continuous rnds. Do 
not join at end of rnds. Use stitch 
marker to keep track of beg of rnds 
and move up as work progresses.
See diagrams on page 4.BODY
See diagram on page 4.
With A, ch 2.
1st rnd:  6 sc in 2nd ch from hook. 
PM. 6 sc.
2nd rnd:  2 sc in each sc around. 
12 sc.
3rd rnd:  *1 sc in next sc. 2 sc in next 
sc. Rep from * around. 18 sc.
4th rnd:  *1 sc in each of next 2 sc. 
2 sc in next sc. Rep from * around. 
24 sc.
5th rnd:  *1 sc in each of next 3 sc. 
2 sc in next sc. Rep from * around. 
30 sc.Alt = Alternate 
Approx = Approximately
Beg = Begin(ning) 
Ch = Chain(s) 
Hdc = Half double crochet 
Hdc2tog = Yoh and draw up a 
loop in each of next 2 stitches. 
Yoh and draw through all loops 
on hook. 
PM = Place markerRem = Remain(ing) 
Rep = Repeat 
Rnd(s) = Round(s) 
RS = Right side 
Sc = Single crochet 
Sc2tog = Draw up a loop in each 
of next 2 stitches. Yoh and draw 
through all loops on hook.
Sl st = Slip stitch 
Y oh = Yarn over hookCROCHET  I  SKILL LEVEL: EASY",Bernat_Petal_the_Rosy_Maple_Moth_Crochet_Plush.jpg
Caron_X_Pantone_Sampler_Crochet_Cowl,"INSTRUCTIONS
Notes: 
• Before working with  
Caron® x Pantone™ multi-
shade yarn braid, separate 
each color link and wind into  
5 separate balls for each braid.ABBREVIATIONS
SAMPLER CROCHET COWL  |  CROCHET   1 of 3SAMPLER CROCHET COWL |  CROCHET
CAC0110-011702MApprox  = Approximate(ly)
Ch = Chain(s)
Cont  = Continue(ity)
Dc = Double crochet
Dcbp  = Yoh and draw up a loop 
around post of next stitch at back 
of work, inserting hook from right 
to left. (Yoh and draw through 2 
loops on hook) twice.
Hdc  = Half double crochet
Hdcbl  = Half double crochet in 
back loop only of next stitch
Hdcfl = Half double crochet in 
front loop only of next stitchRep  = Repeat
RS = Right side
Sc = Single crochet
Scfl  = Single crochet in front loop 
only of next stitch
Sl st  = Slip stitch
Sl stbl  = Slip stitch in back loop 
only of next stitch.
Sp(s)  = Space(s)
St(s)  = Stitch(es)
Tog  = Together
WS = Wrong side
Yo h  = Yarn over hookCROCHET  I  SKILL LEVEL: INTERMEDIATE",Caron_X_Pantone_Sampler_Crochet_Cowl.jpg
Bernat_Crochet_Hat_And_Cowl_Set,"INSTRUCTIONS
Notes:
Hat is worked side to side.
Ch 2 at beg of rnds does not count 
as hdc.
Join each rnd of Cowl with sl st.HAT
Ch 38.
1st row: (RS). 1 hdc in 3rd ch from 
hook. 1 hdc in each of next 27 ch. 
1 sc in each of last 8 ch. Turn. 36 sts.
2nd row: Ch 1. Working in front 
loops only, 1 sc in each of first 
8 sc. *Work 1 hdc into horizontal 
bar created below st in previous 
row (bar is below loops normally 
worked – see  
diagram). Rep from 
* to end of row. Turn.",Bernat_Crochet_Hat_And_Cowl_Set.jpg
Patons_Crochet_Soft_Neutrals_Set,"INSTRUCTIONS
AFGHANPanelA(make3)WithA,ch25.
Foundationrow: (WS).1dcin4th
chfromhook.1dcineachchtoend
ofch.23sts.Ch3.Turn.
1strow:Missfirstst.[(Yoh)twice
anddrawupaloopfromfronttoback
aroundpostofnextdc.(Yohanddraw
through2loopsonhook)3times –trfp
made.1dcinnextdc]twice. [(Yoh)
twiceanddrawupaloopfromfrontto
back.(Yohanddrawthrough2loopsonhook)twice]3timesaroundpostof
nextdc.Yohanddrawthroughrem4
loopsonhook–TrfpClustermade.
1dcineachofnext11dc.TrfpClusteraroundpostofnextdc.(1dcinnextdc.Trfparoundpostofnext
dc)twice.1dcinlastdc.Ch3.Turn.
2ndrow:Missfirstst.(Yoh)twice
anddrawupaloopfrombacktofront
aroundpostofnextst.(Yohanddrawthrough2loopsonhook)3times –
trbpmade.1dcinnextst.Trbparoundpostofnextst.1dcineach
ofnext2sts.[(Yoh)twiceanddraw
upaloop.(Yohanddrawthrough2
loopsonhook)twice]3timesaroundbackofpostofnextst.Yohanddraw
throughrem4loopsonhook –Trbp
Clustermade.1dcineachofnext9dc.TrbpClusteraroundpostof
nextst.1dcineachofnext2sts.
(Trbparoundpostofnextst.1dcin
nextdc)twice.Ch3.Turn.3rdrow:Missfirstst.(Trfparound
postofnextst.1dcinnextst)twice.
1dcineachofnext2sts.TrfpClusteraroundpostofnextst.1dcineachofnext7sts.TrfpCluster
aroundpostofnextst.1dcineachofnext3sts.(Trfparoundpostofnextst.1dcinnextst)twice.Ch3.
Turn.4throw:Missfirstst.(Trbparound
postofnextst.1dcinnextst)twice.
1dcineachofnext3sts.Trbp
Clusteraroundpostofnextst.1dcineachofnext5sts.TrbpCluster
aroundpostofnextst.1dcineachofnext4sts.(Trbparoundpostofnextst.1dcinnextst)twice.Ch3.
Turn.5throw:Missfirstst.(Trfparound
postofnextst.1dcinnextst)twice.
1dcineachofnext4sts.TrfpClusteraroundpostofnextst.1dcineachofnext3sts.TrfpCluster
aroundpostofnextst.1dcineachofnext5sts.(Trfparoundpostofnextst.1dcinnextst)twice.Ch3.
Turn.6throw:Missfirstst.(Trbparound
postofnextst.1dcinnextst)twice.
1dcineachofnext5sts.Trbp
Clusteraroundpostofnextst.1dcinnextst.TrbpClusteraroundpostofnextst.1dcineachofnext6sts.(Trbparoundpostofnextst.1dcin
nextst)twice.Ch3.Turn.
ABBREVIATIONS: www.patonsyarns.com/glossary

7throw:Missfirstst.(Trfparound
postofnextst.1dcinnextst)twice.
1dcineachofnext6sts.TrfpClusteraroundpostofnextst.1dc
ineachofnext7sts.(Trfparoundpostofnextst.1dcinnextst)twice.Ch3.Turn.8throw:As6throw.
9throw:As5throw.
10throw:As4throw.
11throw:As3rdrow.
12throw:As2ndrow.
These12rowsformpat.
Continpatuntilpanelmeasures
approx54ins[137cm]endingona
12throwofpatandomittingturning
chatendoflastrow.Fastenoff.
PanelB(make4)
WithMC,ch21.
Foundationrow: (WS).1dcin
4thchfromhook.1dcineachchto
endofch.19sts.Ch3.Turn.
1strow:Missfirstst.1dcinnextst.
Trfparoundeachofnext6sts.1dc
ineachofnext3sts.Trfparound
eachofnext6sts.1dcineachoflast
2sts.Ch3.Turn.2ndrow:Missfirstst.1dcinnext
st.Trbparoundeachofnext6sts.1dcineachofnext3sts.Trbp
aroundeachofnext6sts.1dcineachoflast2sts.Ch3.Turn.
3rdrow:Missfirstst.1dcinnextst.
Missnext3sts.Trfparoundeachof
next3sts.Workingbehindlast3trfp,trfpineachof3missedsts –trfpcable
made.1dcinnextst. 5dcinnextst.
Droploopfromhook.Reinserthookinfirstof5dcanddrawdroppedloop
through-bobblemade.1dcinnext
st.Trfpcableovernext6sts.1dcin
eachoflast2sts.Ch3.Turn.
4throw:As2ndrow.
These4rowsformpat.
Continpatuntilpanelmeasures
approx54ins[137cm]endingona
4throwofpatandomittingturning
chatendoflastrow.Fastenoff.
Sewpanelstoginthefollowing
sequence:B,A,B,A,B,A,B.
Edging:1strnd: WithRSofAfghan
facing,joinMCwithslstinanycorner.Work1roundscevenly
aroundouteredge,working3scincorner.Joinwithslsttofirstsc.
2ndrnd:WithA,ch3.1dcineach
ofnext2sts.*Bobbleinnextst.1dc
ineachofnext5sts.Repfrom*around,working3dcincorners.Join
MCwithslsttotopofch3.BreakA.
3rdrnd:WithMC,work1scineach
staround.Joinwithslsttofirstsc.
4thrnd:Workingfromlefttoright,
insteadoffrom righttoleftasusual,
work1scineachscaroundforreversesc.Joinwithslsttofirstsc.Fastenoff.
PILLOW
FRONTPanelA(make1)
WorkasgivenforAfghanuntil2pat
repsarecomplete.Omitturningch
atendoflastrow.Fastenoff.PanelB(make2)
WorkasgivenforAfghanuntil6pat
repsarecomplete.Omitturningch
atendoflastrow.Fastenoff.Sewpanelstoginthefollowingsequence:B,A,B.
TopEdging:1strow: WithRSof
workfacingandMCwork60sc
acrosstopofPillowFront.Ch3.
Turn.2ndrow:Missfirstst.1dcinnextst
andeachsttoendofrow.Ch1.Turn.
3rdrow:1scineachoffirst3sts.
*Ch2.Missnext2sts.1scineachof
next11sts.Repfrom*3timesmore.Ch2.Missnext2sts.1scineachof
last3sts.Ch3.Turn.
(5buttonholes)
4throw:Missfirstst.1dcineachst
and2dcineachch2spacross.Ch
1.Turn.5throw:1scineachsttoendofrow.
Edging:Workingfromlefttoright,
insteadoffrom righttoleftasusual,
work1scineachscaroundfor
reversesc.Joinwithslsttofirstsc.
Fastenoff.
BACK
WithMC,ch61.Foundationrow: (WS).1scin2nd
chfromhook.1scineachchtoend
ofch.Ch3.Turn.60sts.1strow:Missfirstst.1dcinnextst
andeachsttoendofrow.Ch1.
Turn.
… a part of your life.
P .O. Box 40, Listowel ON N4W 3H32ndrow:1scineachsttoendof
row.Ch3.Turn.
Replast2rowsuntilworkfrombeg
measures18½ins[47cm]endingon
a2ndrowandomittingturningchatendoflastrow.Fastenoff.Place
markersonsideedgesofPillowBack2½ins[6cm]downfromfinalrow.
Finishing:FoldPillowBackat
markers(buttonplacket).Sewsides
andloweredgeofFrontandBacktog.SewbuttonsontoBackbuttonplackettocorrespondtobuttonholes.
Insertpillowform.Closebuttons.
ReverseSc",Patons_Crochet_Soft_Neutrals_Set.jpg
Patons_Crochet_Chain_Reaction_Scarf,"INSTRUCTIONS
Note: Scarf is worked lengthwise. 
Ch 165. Mark every 50th ch for easier count -
ing.
1st row:  Sl st in 2nd ch from hook and 
each of next 19 ch. Ch 2 (does not count 
as st). *1 dc in each of next 4 ch. Ch 16. 
Skip next 16 ch. Rep from * to last 4 ch.   
1 dc in each of last 4 ch. Ch 21. Turn.  2nd row:  Sl st in 2nd ch from hook and each 
of next 19 ch. Ch 2 (does not count as st). *1 dc 
in each of next 4 dc. Ch 16. Skip next 16-ch sp. 
Rep from * to last 4 dc. 1 dc in each of last 4 dc. 
Ch 21. Turn.  
Rep last row until work from beg measures 7"" [18 
cm]. 
Next r ow: Sl st in 2nd ch from hook and each 
of next 19 ch. Fasten off. 
CHAIN REACTION SCARF |  CROCHET   1 of 1CHAIN REACTION SCARF |  CROCHET",Patons_Crochet_Chain_Reaction_Scarf.jpg
